subject,video,type,type_idx,startFrame,endFrame,frame_num,length
11,./SAMM_longvideos/011,Macro,1,23382,23533,43752,150
11,./SAMM_longvideos/011,Macro,1,23764,23945,43752,181
11,./SAMM_longvideos/011,Macro,1,24176,24361,43752,185
11,./SAMM_longvideos/011,Macro,1,26455,26581,43752,126
11,./SAMM_longvideos/011,Macro,1,26577,26904,43752,326
11,./SAMM_longvideos/011,Macro,1,28375,28576,43752,200
11,./SAMM_longvideos/011,Macro,1,29216,33339,43752,4123
11,./SAMM_longvideos/011,Macro,1,29216,32072,43752,2856
11,./SAMM_longvideos/011,Macro,1,29395,29659,43752,263
11,./SAMM_longvideos/011,Macro,1,29772,30033,43752,261
11,./SAMM_longvideos/011,Macro,1,30183,31266,43752,1083
11,./SAMM_longvideos/011,Macro,1,31900,32043,43752,143
11,./SAMM_longvideos/011,Macro,1,32073,33204,43752,1131
11,./SAMM_longvideos/011,Macro,1,33387,33555,43752,168
11,./SAMM_longvideos/011,Macro,1,33987,34936,43752,949
11,./SAMM_longvideos/011,Macro,1,35288,35438,43752,150
11,./SAMM_longvideos/011,Macro,1,35513,36116,43752,602
11,./SAMM_longvideos/011,Macro,1,36141,36250,43752,109
11,./SAMM_longvideos/011,Macro,1,37778,38070,43752,291
11,./SAMM_longvideos/011,Macro,1,38522,38642,43752,120
11,./SAMM_longvideos/011,Macro,1,39057,39285,43752,228
11,./SAMM_longvideos/011,Macro,1,39289,39494,43752,205
11,./SAMM_longvideos/011,Macro,1,40508,40753,43752,245
11,./SAMM_longvideos/011,Macro,1,40839,41190,43752,350
11,./SAMM_longvideos/011,Macro,1,42872,43342,43752,470
11,./SAMM_longvideos/011,Micro,2,3080,3168,43752,88
11,./SAMM_longvideos/011,Micro,2,8230,8269,43752,39
11,./SAMM_longvideos/011,Micro,2,8270,8326,43752,56
11,./SAMM_longvideos/011,Micro,2,9562,9650,43752,88
11,./SAMM_longvideos/011,Micro,2,10086,10175,43752,89
11,./SAMM_longvideos/011,Micro,2,11296,11344,43752,48
11,./SAMM_longvideos/011,Micro,2,11774,11853,43752,79
11,./SAMM_longvideos/011,Micro,2,11877,11964,43752,87
11,./SAMM_longvideos/011,Micro,2,12141,12241,43752,100
11,./SAMM_longvideos/011,Micro,2,15469,15567,43752,98
11,./SAMM_longvideos/011,Micro,2,15694,15751,43752,57
11,./SAMM_longvideos/011,Micro,2,16872,16968,43752,96
11,./SAMM_longvideos/011,Micro,2,19464,19517,43752,53
11,./SAMM_longvideos/011,Micro,2,20763,20803,43752,40
11,./SAMM_longvideos/011,Micro,2,31720,31818,43752,98
11,./SAMM_longvideos/011,Micro,2,31823,31896,43752,73
11,./SAMM_longvideos/011,Micro,2,33638,33702,43752,64
11,./SAMM_longvideos/011,Micro,2,33739,33835,43752,96
11,./SAMM_longvideos/011,Micro,2,36157,36206,43752,49
11,./SAMM_longvideos/011,Micro,2,38536,38617,43752,81
12,./SAMM_longvideos/012,Macro,1,0,5052,12655,5052
12,./SAMM_longvideos/012,Macro,1,5030,5475,12655,445
12,./SAMM_longvideos/012,Macro,1,6093,6276,12655,183
12,./SAMM_longvideos/012,Macro,1,6715,6830,12655,115
12,./SAMM_longvideos/012,Macro,1,9363,9543,12655,179
12,./SAMM_longvideos/012,Macro,1,10559,10755,12655,196
12,./SAMM_longvideos/012,Macro,1,10819,10990,12655,171
12,./SAMM_longvideos/012,Macro,1,12107,12336,12655,228
12,./SAMM_longvideos/012,Micro,2,4621,4676,12655,55
12,./SAMM_longvideos/012,Micro,2,4697,4796,12655,99
12,./SAMM_longvideos/012,Micro,2,12026,12078,12655,52
13,./SAMM_longvideos/013,Macro,1,677,833,21677,156
13,./SAMM_longvideos/013,Macro,1,3699,3903,21677,204
13,./SAMM_longvideos/013,Macro,1,7183,7364,21677,181
13,./SAMM_longvideos/013,Macro,1,7262,7372,21677,110
13,./SAMM_longvideos/013,Macro,1,8445,8603,21677,158
13,./SAMM_longvideos/013,Macro,1,10178,10348,21677,169
13,./SAMM_longvideos/013,Macro,1,11526,11665,21677,138
13,./SAMM_longvideos/013,Macro,1,12283,12587,21677,303
13,./SAMM_longvideos/013,Macro,1,13114,13313,21677,199
13,./SAMM_longvideos/013,Macro,1,14719,14871,21677,152
13,./SAMM_longvideos/013,Macro,1,16144,16298,21677,153
13,./SAMM_longvideos/013,Macro,1,16931,17162,21677,231
13,./SAMM_longvideos/013,Macro,1,20423,20720,21677,296
13,./SAMM_longvideos/013,Macro,1,21105,21460,21677,355
13,./SAMM_longvideos/013,Micro,2,706,802,21677,96
13,./SAMM_longvideos/013,Micro,2,841,919,21677,78
13,./SAMM_longvideos/013,Micro,2,3802,3890,21677,88
13,./SAMM_longvideos/013,Micro,2,4490,4582,21677,92
13,./SAMM_longvideos/013,Micro,2,5658,5739,21677,81
13,./SAMM_longvideos/013,Micro,2,14967,15057,21677,90
14,./SAMM_longvideos/014,Macro,1,600,941,28977,340
14,./SAMM_longvideos/014,Macro,1,1501,1699,28977,198
14,./SAMM_longvideos/014,Macro,1,3754,4272,28977,517
14,./SAMM_longvideos/014,Macro,1,5387,5592,28977,205
14,./SAMM_longvideos/014,Macro,1,8372,8526,28977,154
14,./SAMM_longvideos/014,Macro,1,9887,10028,28977,141
14,./SAMM_longvideos/014,Macro,1,9926,10033,28977,107
14,./SAMM_longvideos/014,Macro,1,10814,11019,28977,205
14,./SAMM_longvideos/014,Macro,1,11974,12207,28977,232
14,./SAMM_longvideos/014,Macro,1,13372,13565,28977,193
14,./SAMM_longvideos/014,Macro,1,14372,14540,28977,168
14,./SAMM_longvideos/014,Macro,1,15736,15849,28977,113
14,./SAMM_longvideos/014,Macro,1,17598,17703,28977,105
14,./SAMM_longvideos/014,Macro,1,18520,18639,28977,119
14,./SAMM_longvideos/014,Macro,1,21070,21342,28977,272
14,./SAMM_longvideos/014,Macro,1,21784,21926,28977,142
14,./SAMM_longvideos/014,Macro,1,23670,24134,28977,464
14,./SAMM_longvideos/014,Macro,1,24358,24782,28977,424
14,./SAMM_longvideos/014,Macro,1,26067,26337,28977,270
14,./SAMM_longvideos/014,Macro,1,28037,28458,28977,421
14,./SAMM_longvideos/014,Micro,2,667,753,28977,86
14,./SAMM_longvideos/014,Micro,2,2357,2398,28977,41
14,./SAMM_longvideos/014,Micro,2,6875,6969,28977,94
14,./SAMM_longvideos/014,Micro,2,7617,7706,28977,89
14,./SAMM_longvideos/014,Micro,2,8387,8484,28977,97
14,./SAMM_longvideos/014,Micro,2,9596,9675,28977,79
14,./SAMM_longvideos/014,Micro,2,14396,14484,28977,88
14,./SAMM_longvideos/014,Micro,2,16556,16624,28977,68
14,./SAMM_longvideos/014,Micro,2,17618,17681,28977,63
14,./SAMM_longvideos/014,Micro,2,17744,17778,28977,34
14,./SAMM_longvideos/014,Micro,2,24872,24941,28977,69
15,./SAMM_longvideos/015,Macro,1,23,168,15137,145
15,./SAMM_longvideos/015,Macro,1,297,595,15137,298
15,./SAMM_longvideos/015,Macro,1,4853,5168,15137,314
15,./SAMM_longvideos/015,Macro,1,5707,5809,15137,102
15,./SAMM_longvideos/015,Macro,1,5846,6208,15137,362
15,./SAMM_longvideos/015,Macro,1,6633,6825,15137,192
15,./SAMM_longvideos/015,Macro,1,7084,7187,15137,103
15,./SAMM_longvideos/015,Macro,1,7259,7410,15137,151
15,./SAMM_longvideos/015,Macro,1,8547,8757,15137,210
15,./SAMM_longvideos/015,Macro,1,8738,9115,15137,376
15,./SAMM_longvideos/015,Macro,1,10646,10985,15137,339
15,./SAMM_longvideos/015,Macro,1,12769,13152,15137,382
15,./SAMM_longvideos/015,Macro,1,13795,14098,15137,302
15,./SAMM_longvideos/015,Macro,1,14242,14611,15137,369
15,./SAMM_longvideos/015,Macro,1,14612,14975,15137,363
15,./SAMM_longvideos/015,Micro,2,6758,6835,15137,77
15,./SAMM_longvideos/015,Micro,2,7088,7150,15137,62
15,./SAMM_longvideos/015,Micro,2,7295,7367,15137,72
16,./SAMM_longvideos/016,Macro,1,501,742,21495,241
16,./SAMM_longvideos/016,Macro,1,2525,2861,21495,335
16,./SAMM_longvideos/016,Macro,1,3783,4060,21495,276
16,./SAMM_longvideos/016,Macro,1,5191,5515,21495,323
16,./SAMM_longvideos/016,Macro,1,6040,6185,21495,145
16,./SAMM_longvideos/016,Macro,1,7351,9146,21495,1794
16,./SAMM_longvideos/016,Macro,1,9377,9636,21495,258
16,./SAMM_longvideos/016,Macro,1,9842,10288,21495,446
16,./SAMM_longvideos/016,Macro,1,12218,12410,21495,191
16,./SAMM_longvideos/016,Macro,1,12524,12633,21495,109
16,./SAMM_longvideos/016,Macro,1,13016,13189,21495,173
16,./SAMM_longvideos/016,Micro,2,11000,11048,21495,48
16,./SAMM_longvideos/016,Micro,2,12565,12617,21495,52
16,./SAMM_longvideos/016,Micro,2,13120,13172,21495,52
16,./SAMM_longvideos/016,Micro,2,14845,14932,21495,87
16,./SAMM_longvideos/016,Micro,2,20981,21074,21495,93
17,./SAMM_longvideos/017,Macro,1,651,1050,9503,398
17,./SAMM_longvideos/017,Macro,1,1959,2092,9503,133
17,./SAMM_longvideos/017,Macro,1,2816,2934,9503,118
17,./SAMM_longvideos/017,Macro,1,4710,4944,9503,234
17,./SAMM_longvideos/017,Macro,1,6029,6511,9503,482
17,./SAMM_longvideos/017,Macro,1,8603,8895,9503,291
17,./SAMM_longvideos/017,Micro,2,2584,2666,9503,82
17,./SAMM_longvideos/017,Micro,2,2675,2765,9503,90
17,./SAMM_longvideos/017,Micro,2,2813,2888,9503,75
17,./SAMM_longvideos/017,Micro,2,3894,3993,9503,99
17,./SAMM_longvideos/017,Micro,2,7419,7511,9503,92
17,./SAMM_longvideos/017,Micro,2,7610,7681,9503,71
18,./SAMM_longvideos/018,Macro,1,901,1471,24210,570
18,./SAMM_longvideos/018,Macro,1,2623,2816,24210,192
18,./SAMM_longvideos/018,Macro,1,3400,5963,24210,2563
18,./SAMM_longvideos/018,Macro,1,4901,5082,24210,181
18,./SAMM_longvideos/018,Macro,1,6401,7735,24210,1334
18,./SAMM_longvideos/018,Macro,1,6401,8651,24210,2250
18,./SAMM_longvideos/018,Macro,1,6401,11575,24210,5174
18,./SAMM_longvideos/018,Macro,1,6793,6950,24210,157
18,./SAMM_longvideos/018,Macro,1,6819,6942,24210,123
18,./SAMM_longvideos/018,Macro,1,6938,7186,24210,248
18,./SAMM_longvideos/018,Macro,1,7875,8290,24210,415
18,./SAMM_longvideos/018,Macro,1,8293,8457,24210,164
18,./SAMM_longvideos/018,Macro,1,11176,11532,24210,356
18,./SAMM_longvideos/018,Macro,1,12374,12673,24210,298
18,./SAMM_longvideos/018,Macro,1,13972,14603,24210,631
18,./SAMM_longvideos/018,Macro,1,17360,17511,24210,151
18,./SAMM_longvideos/018,Macro,1,17932,19199,24210,1267
18,./SAMM_longvideos/018,Macro,1,17932,23087,24210,5155
18,./SAMM_longvideos/018,Macro,1,18823,19276,24210,453
18,./SAMM_longvideos/018,Macro,1,22266,22637,24210,371
18,./SAMM_longvideos/018,Macro,1,22650,23124,24210,474
18,./SAMM_longvideos/018,Macro,1,23629,23989,24210,360
18,./SAMM_longvideos/018,Micro,2,521,607,24210,86
18,./SAMM_longvideos/018,Micro,2,4805,4900,24210,95
18,./SAMM_longvideos/018,Micro,2,17423,17492,24210,69
18,./SAMM_longvideos/018,Micro,2,23623,23665,24210,42
19,./SAMM_longvideos/019,Macro,1,455,674,16001,219
19,./SAMM_longvideos/019,Macro,1,723,861,16001,138
19,./SAMM_longvideos/019,Macro,1,3703,3857,16001,154
19,./SAMM_longvideos/019,Macro,1,3987,4157,16001,170
19,./SAMM_longvideos/019,Macro,1,4271,4525,16001,253
19,./SAMM_longvideos/019,Macro,1,5486,5875,16001,389
19,./SAMM_longvideos/019,Macro,1,6043,6282,16001,239
19,./SAMM_longvideos/019,Macro,1,9788,9889,16001,101
19,./SAMM_longvideos/019,Macro,1,11450,11616,16001,166
19,./SAMM_longvideos/019,Macro,1,12189,12330,16001,141
19,./SAMM_longvideos/019,Macro,1,13095,13233,16001,138
19,./SAMM_longvideos/019,Macro,1,13140,13241,16001,101
19,./SAMM_longvideos/019,Macro,1,14398,14533,16001,134
19,./SAMM_longvideos/019,Macro,1,14976,15141,16001,165
19,./SAMM_longvideos/019,Micro,2,7373,7472,16001,99
19,./SAMM_longvideos/019,Micro,2,10497,10551,16001,54
19,./SAMM_longvideos/019,Micro,2,12228,12309,16001,81
20,./SAMM_longvideos/020,Macro,1,574,683,32242,109
20,./SAMM_longvideos/020,Macro,1,2200,2347,32242,146
20,./SAMM_longvideos/020,Macro,1,6674,6820,32242,145
20,./SAMM_longvideos/020,Macro,1,8665,8802,32242,137
20,./SAMM_longvideos/020,Macro,1,9630,11510,32242,1880
20,./SAMM_longvideos/020,Macro,1,11944,12602,32242,658
20,./SAMM_longvideos/020,Macro,1,13186,13329,32242,143
20,./SAMM_longvideos/020,Macro,1,13682,13838,32242,156
20,./SAMM_longvideos/020,Macro,1,15436,15608,32242,172
20,./SAMM_longvideos/020,Macro,1,17151,17309,32242,157
20,./SAMM_longvideos/020,Macro,1,17603,20592,32242,2989
20,./SAMM_longvideos/020,Macro,1,17812,18844,32242,1032
20,./SAMM_longvideos/020,Macro,1,18913,19865,32242,952
20,./SAMM_longvideos/020,Macro,1,20834,21080,32242,246
20,./SAMM_longvideos/020,Macro,1,22692,22868,32242,176
20,./SAMM_longvideos/020,Macro,1,25151,25299,32242,148
20,./SAMM_longvideos/020,Macro,1,25457,25914,32242,456
20,./SAMM_longvideos/020,Macro,1,27362,27553,32242,191
20,./SAMM_longvideos/020,Macro,1,27816,28123,32242,306
20,./SAMM_longvideos/020,Macro,1,30314,30461,32242,146
20,./SAMM_longvideos/020,Macro,1,31034,31179,32242,144
20,./SAMM_longvideos/020,Macro,1,31809,32241,32242,432
20,./SAMM_longvideos/020,Micro,2,2228,2283,32242,55
20,./SAMM_longvideos/020,Micro,2,2304,2337,32242,33
20,./SAMM_longvideos/020,Micro,2,6751,6825,32242,74
20,./SAMM_longvideos/020,Micro,2,7614,7709,32242,95
20,./SAMM_longvideos/020,Micro,2,14084,14130,32242,46
20,./SAMM_longvideos/020,Micro,2,16042,16099,32242,57
20,./SAMM_longvideos/020,Micro,2,22751,22842,32242,91
20,./SAMM_longvideos/020,Micro,2,31122,31181,32242,59
20,./SAMM_longvideos/020,Micro,2,31675,31769,32242,94
21,./SAMM_longvideos/021,Macro,1,884,1488,18057,604
21,./SAMM_longvideos/021,Macro,1,3051,3338,18057,287
21,./SAMM_longvideos/021,Micro,2,13910,13999,18057,89
21,./SAMM_longvideos/021,Micro,2,16646,16703,18057,57
22,./SAMM_longvideos/022,Macro,1,1247,1418,12236,171
22,./SAMM_longvideos/022,Macro,1,2054,2177,12236,123
22,./SAMM_longvideos/022,Macro,1,2759,2985,12236,226
22,./SAMM_longvideos/022,Macro,1,5039,5200,12236,161
22,./SAMM_longvideos/022,Macro,1,5711,6164,12236,453
22,./SAMM_longvideos/022,Macro,1,6674,6795,12236,121
22,./SAMM_longvideos/022,Macro,1,11732,11876,12236,143
22,./SAMM_longvideos/022,Micro,2,402,501,12236,99
22,./SAMM_longvideos/022,Micro,2,5613,5661,12236,48
22,./SAMM_longvideos/022,Micro,2,8892,8930,12236,38
22,./SAMM_longvideos/022,Micro,2,9726,9803,12236,77
22,./SAMM_longvideos/022,Micro,2,10570,10640,12236,70
25,./SAMM_longvideos/025,Macro,1,1,865,10001,864
25,./SAMM_longvideos/025,Macro,1,544,771,10001,227
25,./SAMM_longvideos/025,Macro,1,985,1102,10001,117
25,./SAMM_longvideos/025,Macro,1,2395,2578,10001,183
25,./SAMM_longvideos/025,Macro,1,3035,3184,10001,149
25,./SAMM_longvideos/025,Macro,1,7841,7980,10001,139
25,./SAMM_longvideos/025,Micro,2,4117,4203,10001,86
25,./SAMM_longvideos/025,Micro,2,6329,6409,10001,80
25,./SAMM_longvideos/025,Micro,2,7841,7938,10001,97
25,./SAMM_longvideos/025,Micro,2,9823,9897,10001,74
26,./SAMM_longvideos/026,Macro,1,1725,1837,16896,112
26,./SAMM_longvideos/026,Macro,1,2240,2354,16896,114
26,./SAMM_longvideos/026,Macro,1,3050,3151,16896,101
26,./SAMM_longvideos/026,Macro,1,6488,6625,16896,137
26,./SAMM_longvideos/026,Macro,1,7104,7246,16896,142
26,./SAMM_longvideos/026,Macro,1,9404,9624,16896,220
26,./SAMM_longvideos/026,Macro,1,9625,9895,16896,270
26,./SAMM_longvideos/026,Macro,1,12713,12925,16896,211
26,./SAMM_longvideos/026,Micro,2,117,203,16896,86
26,./SAMM_longvideos/026,Micro,2,295,370,16896,75
26,./SAMM_longvideos/026,Micro,2,3608,3686,16896,78
26,./SAMM_longvideos/026,Micro,2,3882,3948,16896,66
26,./SAMM_longvideos/026,Micro,2,3953,4029,16896,76
26,./SAMM_longvideos/026,Micro,2,5016,5099,16896,83
26,./SAMM_longvideos/026,Micro,2,7467,7500,16896,33
26,./SAMM_longvideos/026,Micro,2,9345,9403,16896,58
26,./SAMM_longvideos/026,Micro,2,10469,10542,16896,73
26,./SAMM_longvideos/026,Micro,2,11244,11337,16896,93
26,./SAMM_longvideos/026,Micro,2,13646,13740,16896,94
26,./SAMM_longvideos/026,Micro,2,13744,13843,16896,99
26,./SAMM_longvideos/026,Micro,2,16475,16550,16896,75
30,./SAMM_longvideos/030,Macro,1,2754,3310,10501,556
30,./SAMM_longvideos/030,Macro,1,4276,4495,10501,219
30,./SAMM_longvideos/030,Macro,1,5942,6137,10501,195
30,./SAMM_longvideos/030,Macro,1,7377,7702,10501,325
30,./SAMM_longvideos/030,Macro,1,9115,9439,10501,324
30,./SAMM_longvideos/030,Micro,2,379,460,10501,81
30,./SAMM_longvideos/030,Micro,2,4344,4434,10501,90
30,./SAMM_longvideos/030,Micro,2,7422,7502,10501,80
32,./SAMM_longvideos/032,Macro,1,584,875,15636,291
32,./SAMM_longvideos/032,Macro,1,1446,1796,15636,350
32,./SAMM_longvideos/032,Macro,1,2193,2905,15636,712
32,./SAMM_longvideos/032,Macro,1,2915,3464,15636,549
32,./SAMM_longvideos/032,Macro,1,4573,4713,15636,140
32,./SAMM_longvideos/032,Macro,1,5071,5241,15636,170
32,./SAMM_longvideos/032,Macro,1,11673,11870,15636,197
32,./SAMM_longvideos/032,Macro,1,11967,12193,15636,226
32,./SAMM_longvideos/032,Macro,1,13451,13592,15636,141
32,./SAMM_longvideos/032,Macro,1,15088,15525,15636,437
32,./SAMM_longvideos/032,Micro,2,5266,5310,15636,44
32,./SAMM_longvideos/032,Micro,2,6737,6811,15636,74
32,./SAMM_longvideos/032,Micro,2,6967,7048,15636,81
32,./SAMM_longvideos/032,Micro,2,7494,7565,15636,71
32,./SAMM_longvideos/032,Micro,2,10393,10457,15636,64
32,./SAMM_longvideos/032,Micro,2,14943,15002,15636,59
33,./SAMM_longvideos/033,Macro,1,872,1213,19285,341
33,./SAMM_longvideos/033,Macro,1,2209,2943,19285,734
33,./SAMM_longvideos/033,Macro,1,2950,5688,19285,2738
33,./SAMM_longvideos/033,Macro,1,7786,8010,19285,224
33,./SAMM_longvideos/033,Macro,1,8501,8606,19285,105
33,./SAMM_longvideos/033,Macro,1,10313,10443,19285,130
33,./SAMM_longvideos/033,Macro,1,11291,11574,19285,283
33,./SAMM_longvideos/033,Macro,1,12644,12781,19285,137
33,./SAMM_longvideos/033,Macro,1,13637,14001,19285,364
33,./SAMM_longvideos/033,Macro,1,14942,15107,19285,165
33,./SAMM_longvideos/033,Macro,1,18835,19285,19285,450
33,./SAMM_longvideos/033,Micro,2,957,1009,19285,52
33,./SAMM_longvideos/033,Micro,2,1541,1609,19285,68
33,./SAMM_longvideos/033,Micro,2,1889,1973,19285,84
33,./SAMM_longvideos/033,Micro,2,6390,6471,19285,81
33,./SAMM_longvideos/033,Micro,2,7812,7910,19285,98
34,./SAMM_longvideos/034,Macro,1,708,866,8501,158
34,./SAMM_longvideos/034,Macro,1,4022,4211,8501,189
34,./SAMM_longvideos/034,Macro,1,5538,6044,8501,506
34,./SAMM_longvideos/034,Macro,1,6627,6843,8501,216
34,./SAMM_longvideos/034,Micro,2,129,217,8501,88
34,./SAMM_longvideos/034,Micro,2,6078,6155,8501,77
34,./SAMM_longvideos/034,Micro,2,8136,8219,8501,83
35,./SAMM_longvideos/035,Macro,1,523,730,25869,207
35,./SAMM_longvideos/035,Macro,1,1527,1742,25869,215
35,./SAMM_longvideos/035,Macro,1,2643,2756,25869,113
35,./SAMM_longvideos/035,Macro,1,2794,2944,25869,150
35,./SAMM_longvideos/035,Macro,1,3959,4523,25869,564
